95,77,5.673684210526316,2018.47,18000.0,1.2338,0.0316
10,10,6.1,1584.0,4000.0,1.0,0.0
100,82,5.45,2337.37,19500.0,1.2195,0.02
1,1,2.0,3666.67,3666.67,1.0,0.0
39,35,5.948717948717949,1749.56,10750.0,1.1143,0.0256
26,21,5.1923076923076925,3342.75,11000.0,1.2381,0.1154
8,8,4.75,2243.06,6000.0,1.0,0.0
122,117,6.131147540983607,1839.08,8500.0,1.0427,0.0
3,2,4.666666666666667,2533.33,4600.0,1.5,0.0
12,10,4.833333333333333,1065.97,4000.0,1.2,0.0
39,33,7.487179487179487,1470.22,4333.33,1.1818,0.0
84,80,4.4523809523809526,2228.21,10600.0,1.05,0.0119
77,70,5.909090909090909,2275.81,17000.0,1.1,0.026
43,43,5.395348837209302,2232.37,11000.0,1.0,0.0233
45,41,7.4222222222222225,1597.32,4000.0,1.0976,0.0
3,3,7.666666666666667,1523.81,2571.43,1.0,0.0
65,56,5.2,2152.46,13000.0,1.1607,0.0154
1,1,3.0,1250.0,1250.0,1.0,0.0
64,61,5.546875,1809.84,10500.0,1.0492,0.0156
21,19,4.428571428571429,1651.33,5333.33,1.1053,0.0
13,12,5.769230769230769,2567.93,7500.0,1.0833,0.0
15,12,4.6,2097.2,6000.0,1.25,0.0
36,31,5.944444444444445,1743.19,4000.0,1.1613,0.0
42,37,4.476190476190476,2081.64,17500.0,1.1351,0.0238
16,16,4.9375,1789.29,5000.0,1.0,0.0
16,13,5.75,2384.08,6000.0,1.2308,0.0
4,3,9.25,1662.26,3562.5,1.3333,0.0
75,61,6.32,1483.15,6500.0,1.2295,0.0
13,13,4.153846153846154,4190.51,18500.0,1.0,0.1538
15,15,4.533333333333333,1971.77,5500.0,1.0,0.0
12,10,5.0,1485.95,4333.33,1.2,0.0
8,7,6.875,2372.88,4153.85,1.1429,0.0
21,19,4.238095238095238,2081.53,9000.0,1.1053,0.0
7,7,6.571428571428571,1527.6,5000.0,1.0,0.0
47,45,5.042553191489362,1793.11,8500.0,1.0444,0.0
3,3,5.333333333333333,1511.11,3333.33,1.0,0.0
9,9,4.444444444444445,2206.23,7000.0,1.0,0.0
82,76,5.573170731707317,1783.75,10000.0,1.0789,0.0
22,21,3.8636363636363638,2563.57,15000.0,1.0476,0.0455
165,143,5.806060606060606,2008.3,39000.0,1.1538,0.0121
16,16,5.6875,2156.49,5833.33,1.0,0.0
164,140,6.524390243902439,1865.28,12500.0,1.1714,0.0061
225,197,6.64,1914.91,16333.33,1.1421,0.0089
105,93,5.561904761904762,2054.73,24000.0,1.129,0.019
28,28,4.75,1905.47,8500.0,1.0,0.0
16,16,4.4375,1932.13,8800.0,1.0,0.0
104,91,5.548076923076923,1829.2,9000.0,1.1429,0.0
46,44,5.326086956521739,2109.15,8000.0,1.0455,0.0
28,28,4.964285714285714,2373.1,11200.0,1.0,0.0714
169,139,5.201183431952662,1939.52,12000.0,1.2158,0.0059
41,38,5.512195121951219,1624.61,6142.86,1.0789,0.0
18,18,6.055555555555555,2259.98,5500.0,1.0,0.0
43,40,6.930232558139535,1722.07,8000.0,1.075,0.0
92,87,6.065217391304348,1730.89,6500.0,1.0575,0.0
12,12,11.583333333333334,1140.76,3666.67,1.0,0.0
25,25,7.2,2853.67,16000.0,1.0,0.08
6,6,14.0,1082.14,3000.0,1.0,0.0
8,8,3.375,1350.69,2666.67,1.0,0.0
42,33,5.071428571428571,2186.92,10666.67,1.2727,0.0238
24,24,4.75,2338.14,6181.82,1.0,0.0
11,11,5.636363636363637,2267.68,5200.0,1.0,0.0
62,47,5.338709677419355,1881.91,11400.0,1.3191,0.0161
10,9,4.8,2506.61,6333.33,1.1111,0.0
167,158,5.706586826347305,2108.49,13500.0,1.057,0.024
3,3,5.333333333333333,2372.22,4500.0,1.0,0.0
1,1,1.0,6500.0,6500.0,1.0,0.0
55,48,5.6909090909090905,1827.68,8000.0,1.1458,0.0
5,5,2.2,2883.33,5000.0,1.0,0.0
14,14,5.928571428571429,2149.84,9500.0,1.0,0.0
23,22,4.478260869565218,1882.22,7500.0,1.0455,0.0
16,15,6.0625,2627.23,13000.0,1.0667,0.0625
33,31,5.212121212121212,1985.81,5375.0,1.0645,0.0
7,7,5.857142857142857,1470.33,2500.0,1.0,0.0
50,46,5.08,2437.92,12500.0,1.087,0.02
1,1,7.0,2875.0,2875.0,1.0,0.0
65,60,5.630769230769231,2174.46,10000.0,1.0833,0.0
116,108,5.612068965517241,1985.12,14333.33,1.0741,0.0086
34,33,7.970588235294118,2197.63,10000.0,1.0303,0.0
26,26,6.576923076923077,1985.11,7000.0,1.0,0.0
7,7,3.857142857142857,1568.85,4000.0,1.0,0.0
57,56,5.456140350877193,1880.28,8500.0,1.0179,0.0
40,32,4.8,1775.21,6285.71,1.25,0.0
2,2,3.5,1714.29,2000.0,1.0,0.0
7,6,3.857142857142857,3045.24,11333.33,1.1667,0.1429
40,34,6.6,2251.4,9200.0,1.1765,0.0
146,117,5.363013698630137,2529.73,43000.0,1.2479,0.0411
115,103,4.443478260869565,2023.84,19000.0,1.1165,0.0087
1,1,6.0,571.43,571.43,1.0,0.0
107,87,5.710280373831775,1724.51,6750.0,1.2299,0.0
87,78,5.137931034482759,2112.13,14000.0,1.1154,0.023
24,24,4.958333333333333,2504.44,7666.67,1.0,0.0
8,8,6.875,1575.69,3500.0,1.0,0.0
52,46,6.230769230769231,1764.07,10000.0,1.1304,0.0
9,6,4.333333333333333,1331.48,2750.0,1.5,0.0
73,64,5.027397260273973,2064.81,10000.0,1.1406,0.0
34,31,4.794117647058823,1839.66,10500.0,1.0968,0.0294
6,6,3.1666666666666665,2044.44,4666.67,1.0,0.0
10,7,3.8,1483.33,3750.0,1.4286,0.0
14,13,5.214285714285714,2794.22,19000.0,1.0769,0.0714
3,3,6.333333333333333,2333.33,4500.0,1.0,0.0
60,60,5.766666666666667,1720.39,8666.67,1.0,0.0
18,16,6.0,2782.59,13000.0,1.125,0.0556
21,19,7.380952380952381,1415.82,4857.14,1.1053,0.0
21,19,4.761904761904762,2271.26,8000.0,1.1053,0.0
20,19,5.6,1535.45,3200.0,1.0526,0.0
18,17,4.611111111111111,1355.53,2666.67,1.0588,0.0
21,21,4.571428571428571,2130.3,4500.0,1.0,0.0
3,3,6.0,2242.86,3428.57,1.0,0.0
16,15,6.125,1349.43,3000.0,1.0667,0.0
5,5,4.2,1575.0,3000.0,1.0,0.0
7,7,4.571428571428571,1890.76,5000.0,1.0,0.0
13,13,5.615384615384615,2114.53,5250.0,1.0,0.0
71,63,6.676056338028169,2441.69,24000.0,1.127,0.0282
3,3,3.6666666666666665,1409.52,3000.0,1.0,0.0
11,10,5.545454545454546,2253.97,4500.0,1.1,0.0
5,4,2.6,3290.0,9000.0,1.25,0.0
2,2,3.5,1666.67,2000.0,1.0,0.0
5,5,5.8,1485.71,2000.0,1.0,0.0
9,9,6.555555555555555,1605.96,2666.67,1.0,0.0
6,6,5.833333333333333,1748.51,3000.0,1.0,0.0
39,36,5.461538461538462,2189.11,9000.0,1.0833,0.0
10,10,4.5,1524.55,2933.33,1.0,0.0
32,27,5.3125,1968.48,7500.0,1.1852,0.0
24,20,7.041666666666667,1687.26,4000.0,1.2,0.0
54,43,5.555555555555555,1959.26,11400.0,1.2558,0.0185
4,3,12.5,1381.94,3750.0,1.3333,0.0
10,10,5.3,2635.0,5500.0,1.0,0.0
7,6,4.571428571428571,1797.62,3666.67,1.1667,0.0
3,3,12.0,1105.74,1307.69,1.0,0.0
5,5,5.8,1173.48,2500.0,1.0,0.0
92,83,5.260869565217392,2012.11,14000.0,1.1084,0.0109
248,214,5.810483870967742,2113.31,19500.0,1.1589,0.0121
13,11,6.230769230769231,2047.5,6500.0,1.1818,0.0
55,43,4.763636363636364,1639.45,7000.0,1.2791,0.0
23,21,5.3478260869565215,2188.23,12000.0,1.0952,0.0435
15,15,5.6,1403.3,4666.67,1.0,0.0
52,45,6.384615384615385,2076.2,9666.67,1.1556,0.0
63,51,4.571428571428571,1773.1,10000.0,1.2353,0.0
121,102,6.223140495867769,2030.2,14666.67,1.1863,0.0083
59,57,7.169491525423729,1383.45,5333.33,1.0351,0.0
3,2,3.0,3166.67,6500.0,1.5,0.0
8,8,6.625,1921.68,3333.33,1.0,0.0
11,10,4.2727272727272725,2463.24,9000.0,1.1,0.0
30,27,7.866666666666666,2121.38,17333.33,1.1111,0.0333
74,65,5.364864864864865,1670.71,6000.0,1.1385,0.0
35,30,5.9714285714285715,1926.09,13500.0,1.1667,0.0286
3,3,8.666666666666666,888.89,1333.33,1.0,0.0
6,6,7.333333333333333,1668.06,3000.0,1.0,0.0
8,7,3.5,2241.29,3363.64,1.1429,0.0
29,24,6.275862068965517,2158.31,11000.0,1.2083,0.0345
3,3,4.666666666666667,2833.33,4000.0,1.0,0.0
21,21,6.714285714285714,1448.69,5000.0,1.0,0.0
15,11,5.6,1850.56,7000.0,1.3636,0.0
31,23,3.870967741935484,2189.52,9000.0,1.3478,0.0
39,32,5.564102564102564,1577.54,5500.0,1.2188,0.0
78,48,5.384615384615385,1635.01,6666.67,1.625,0.0
11,11,2.909090909090909,1906.82,4750.0,1.0,0.0
15,15,4.2,1417.74,3000.0,1.0,0.0
4,4,3.25,1208.33,2333.33,1.0,0.0
23,20,4.956521739130435,1707.83,7500.0,1.15,0.0
46,37,6.6521739130434785,1543.47,8500.0,1.2432,0.0
60,53,6.466666666666667,1985.39,8666.67,1.1321,0.0
11,11,5.7272727272727275,3109.31,11000.0,1.0,0.0909
24,22,8.5,2141.94,13000.0,1.0909,0.0833
68,55,6.367647058823529,1681.62,6500.0,1.2364,0.0
4,4,2.25,6283.33,22000.0,1.0,0.25
22,20,5.7727272727272725,3094.94,16000.0,1.1,0.0455
11,11,7.7272727272727275,1638.17,3400.0,1.0,0.0
15,15,3.533333333333333,1658.1,5000.0,1.0,0.0
58,50,5.120689655172414,1810.52,6500.0,1.16,0.0
63,53,5.682539682539683,2011.36,9333.33,1.1887,0.0
29,25,4.379310344827586,2064.03,13000.0,1.16,0.0345
77,68,5.077922077922078,2023.62,12000.0,1.1324,0.013
46,42,6.3478260869565215,1791.77,9000.0,1.0952,0.0
50,44,7.16,1841.98,9500.0,1.1364,0.0
143,130,5.5874125874125875,1922.27,23000.0,1.1,0.014
9,9,4.0,955.56,2500.0,1.0,0.0
3,3,4.0,1200.0,1800.0,1.0,0.0
11,10,7.363636363636363,1294.29,2500.0,1.1,0.0
104,89,5.836538461538462,1832.49,11500.0,1.1685,0.0096
3,3,7.0,1462.96,3000.0,1.0,0.0
7,7,3.142857142857143,2354.76,6500.0,1.0,0.0
19,19,5.578947368421052,2085.9,11333.33,1.0,0.0526
8,8,3.75,2069.94,4666.67,1.0,0.0
3,3,7.666666666666667,974.36,2000.0,1.0,0.0
18,17,4.611111111111111,1977.91,7250.0,1.0588,0.0
5,5,3.6,1935.71,4000.0,1.0,0.0
24,23,4.875,1968.18,9500.0,1.0435,0.0
3,3,7.666666666666667,750.0,1583.33,1.0,0.0
5,5,4.4,2863.85,8000.0,1.0,0.0
26,26,5.884615384615385,1571.75,4600.0,1.0,0.0
11,11,2.8181818181818183,1831.06,3500.0,1.0,0.0
6,5,4.666666666666667,2114.36,5250.0,1.2,0.0
11,11,5.363636363636363,1952.06,6750.0,1.0,0.0
42,39,5.357142857142857,1507.38,6000.0,1.0769,0.0
6,5,4.5,2212.3,3857.14,1.2,0.0
3,3,1.6666666666666667,2111.11,3333.33,1.0,0.0
30,26,4.033333333333333,1938.9,5500.0,1.1538,0.0
36,34,5.305555555555555,1997.66,12500.0,1.0588,0.0278
62,53,5.161290322580645,2137.42,28500.0,1.1698,0.0161
28,26,5.535714285714286,2102.08,11333.33,1.0769,0.0357
